asd,co,Columna1,Columna2,Columna2
41266626,0,,,
41266627,0,,,
41266628,0,,,
41266629,0,,,
41266630,0,,,
41266631,0,,,
41266632,0,,,
41266633,0,,,
41266634,0,,,
41266635,0,,,
41266636,0,,,
41266637,0,,,
41266638,0,,,
41266639,0,,,
41266640,0,,,
41266641,0,,,
41266642,0,,,
41266643,0,,,
41266644,0,,,
41266645,0,,,
41266646,0,,,
41266647,0,,,
41266648,0,,,
41266649,0,,,
41266650,0,,,
41266651,0,,,
41266652,0,,,
41266653,0,,,
41266654,0,,,
41266655,0,,,
41266656,0,,,
41266657,0,,,
41266658,0,,,
41266659,0,,,
41266660,0,,,
41266661,0,,,
41266662,0,,,
41266663,0,,,
41266664,0,,,
41266665,0,,,
41266666,0,,,
41266667,0,,,
41266668,0,,,
41266669,0,,,
41266670,0,,,
41266671,0,,,
41266672,0,,,
41266673,0,,,
41266674,0,,,
41266675,0,,,
41266676,0,,,
41266677,0,,,
41266678,0,,,
41266679,0,,,
41266680,0,,,
41266681,0,,,
41266682,0,,,
41266683,0,,,
41266684,0,,,
41266685,0,,,
41266686,0,,,
41266687,0,,,
41266688,0,,,
41266689,0,,,
41266690,0,,,
41266691,0,,,
41266692,0,,,
41266693,0,,,
41266694,0,,,
41266695,0,,,
41266696,0,,,
41266697,0,,,
41266698,0,,,
41266699,0,,,
41266700,0,,,
41266701,0,,,
41266702,0,,,
41266703,0,,,
41266704,0,,,
41266705,0,,,
41266706,0,,,
41266707,0,,,
41266708,0,,,
41266709,0,,,
41266710,0,,,
41266711,0,,,
41266712,0,,,
41266713,0,,,
41266714,0,,,
41266715,0,,,
41266716,0,,,
41266717,0,,,
41266718,0,,,
41266719,0,,,
41266720,0,,,
41266721,0,,,
41266722,0,,,
41266723,0,,,
41266724,0,,,
41266725,0,,,
41266726,0,,,
41266727,0,,,
41266728,0,,,
41266729,0,,,
41266730,0,,,
41266731,0,,,
41266732,0,,,
41266733,0,,,
41266734,0,,,
41266735,0,,,
41266736,0,,,
41266737,0,,,
41266738,0,,,
41266739,0,,,
41266740,0,,,
41266741,0,,,
41266742,0,,,
41266743,0,,,
41266744,0,,,
41266745,0,,,
41266746,0,,,
41266747,0,,,
41266748,0,,,
41266749,0,,,
41266750,0,,,
41266751,0,,,
41266752,0,,,
41266753,0,,,
41266754,0,,,
41266755,0,,,
41266756,0,,,
41266757,0,,,
41266758,0,,,
41266759,0,,,
41266760,0,,,
41266761,0,,,
41266762,0,,,
41266763,0,,,
41266764,0,,,
41266765,0,,,
41266766,0,,,
41266767,0,,,
41266768,0,,,
41266769,0,,,
41266770,0,,,
41266771,0,,,
41266772,0,,,
41266773,0,,,
41266774,0,,,
41266775,0,,,
41266776,0,,,
41266777,0,,,
41266778,0,,,
41266779,0,,,
41266780,0,,,
41266781,0,,,
41266782,0,,,
41266783,0,,,
41266784,0,,,
41266785,0,,,
41266786,0,,,
41266787,0,,,
41266788,0,,,
41266789,0,,,
41266790,0,,,
41266791,0,,,
41266792,0,,,
41266793,0,,,
41266794,0,,,
41266795,0,,,
41266796,0,,,
41266797,0,,,
41266798,0,,,
41266799,0,,,
41266800,0,,,
41266801,0,,,
41266802,0,,,
41266803,0,,,
41266804,0,,,
41266805,0,,,
41266806,0,,,
41266807,0,,,
41266808,0,,,
41266809,0,,,
41266810,0,,,
41266811,0,,,
41266812,0,,,
41266813,0,,,
41266814,0,,,
41266815,0,,,
41266816,0,,,
41266817,0,,,
41266818,0,,,
41266819,0,,,
41266820,0,,,
41266821,0,,,
41266822,0,,,
41266823,0,,,
41266824,0,,,
41266825,0,,,
41266826,0,,,
41266827,0,,,
41266828,0,,,
41266829,0,,,
41266830,0,,,
41266831,0,,,
41266832,0,,,
41266833,0,,,
41266834,0,,,
41266835,0,,,
41266836,0,,,
41266837,0,,,
41266838,0,,,
41266839,0,,,
41266840,0,,,
41266841,0,,,
41266842,0,,,
41266843,0,,,
41266844,0,,,
41266845,0,,,
41266846,0,,,
41266847,0,,,
41266848,0,,,
41266849,0,,,
41266850,0,,,
41266851,0,,,
41266852,0,,,
41266853,0,,,
41266854,0,,,
41266855,0,,,
41266856,0,,,
41266857,0,,,
41266858,0,,,
41266859,0,,,
41266860,0,,,
41266861,0,,,
41266862,0,,,
41266863,0,,,
41266864,0,,,
41266865,0,,,
41266866,0,,,
41266867,0,,,
41266868,0,,,
41266869,0,,,
41266870,0,,,
41266871,0,,,
41266872,0,,,
41266873,0,,,
41266874,0,,,
41266875,0,,,
41266876,0,,,
41266877,0,,,
41266878,0,,,
41266879,0,,,
41266880,0,,,
41266881,0,,,
41266882,0,,,
41266883,0,,,
41266884,0,,,
41266885,0,,,
41266886,0,,,
41266887,0,,,
41266888,0,,,
41266889,0,,,
41266890,0,,,
41266891,0,,,
41266892,0,,,
41266893,0,,,
41266894,0,,,
41266895,0,,,
41266896,0,,,
41266897,0,,,
41266898,0,,,
41266899,0,,,
41266900,0,,,
41266901,0,,,
41266902,0,,,
41266903,0,,,
41266904,0,,,
41266905,0,,,
41266906,0,,,
41266907,0,,,
41266908,0,,,
41266909,0,,,
41266910,0,,,
41266911,0,,,
41266912,0,,,
41266913,0,,,
41266914,0,,,
41266915,0,,,
41266916,0,,,
41266917,0,,,
41266918,0,,,
41266919,0,,,
41266920,0,,,
41266921,0,,,
41266922,0,,,
41266923,0,,,
41266924,0,,,
41266925,0,,,
41266926,0,,,
41266927,0,,,
41266928,0,,,
41266929,0,,,
41266930,0,,,
41266931,0,,,
41266932,0,,,
41266933,0,,,
41266934,0,,,
41266935,0,,,
41266936,0,,,
41266937,0,,,
41266938,0,,,
41266939,0,,,
41266940,0,,,
41266941,0,,,
41266942,0,,,
41266943,0,,,
41266944,0,,,
41266945,0,,,
41266946,0,,,
41266947,0,,,
41266948,0,,,
41266949,0,,,
41266950,0,,,
41266951,0,,,
41266952,0,,,
41266953,0,,,
41266954,0,,,
41266955,0,,,
41266956,0,,,
41266957,0,,,
41266958,0,,,
41266959,0,,,
41266960,0,,,
41266961,0,,,
41266962,0,,,
41266963,0,,,
41266964,0,,,
41266965,0,,,
41266966,0,,,
41266967,0,,,
41266968,0,,,
41266969,0,,,
41266970,0,,,
41266971,0,,,
41266972,0,,,
41266973,0,,,
41266974,0,,,
41266975,0,,,
41266976,0,,,
41266977,0,,,
41266978,0,,,
41266979,0,,,
41266980,0,,,
41266981,0,,,
41266982,0,,,
41266983,0,,,
41266984,0,,,
41266985,0,,,
41266986,0,,,
41266987,0,,,
41266988,0,,,
41266989,0,,,
41266990,0,,,
41266991,0,,,
41266992,0,,,
41266993,0,,,
41266994,0,,,
41266995,0,,,
41266996,0,,,
41266997,0,,,
41266998,0,,,
41266999,0,,,
41267000,0,,,
41267001,0,,,
41267002,0,,,
41267003,0,,,
41267004,0,,,
41267005,0,,,
41267006,0,,,
41267007,0,,,
41267008,0,,,
41267009,0,,,
41267010,0,,,
41267011,0,,,
41267012,0,,,
41267013,0,,,
41267014,0,,,
41267015,0,,,
41267016,0,,,
41267017,0,,,
41267018,0,,,
41267019,0,,,
41267020,0,,,
41267021,0,,,
41267022,0,,,
41267023,0,,,
41267024,0,,,
41267025,0,,,
41267026,0,,,
41267027,0,,,
41267028,0,,,
41267029,0,,,
41267030,0,,,
41267031,0,,,
41267032,0,,,
41267033,0,,,
41267034,0,,,
41267035,0,,,
41267036,0,,,
41267037,0,,,
41267038,0,,,
41267039,0,,,
41267040,0,,,
41267041,0,,,
41267042,0,,,
41267043,0,,,
41267044,0,,,
41267045,0,,,
41267046,0,,,
41267047,0,,,
41267048,0,,,
41267049,0,,,
41267050,0,,,
41267051,0,,,
41267052,0,,,
41267053,0,,,
41267054,0,,,
41267055,0,,,
41267056,0,,,
41267057,0,,,
41267058,0,,,
41267059,0,,,
41267060,0,,,
41267061,0,,,
41267062,0,,,
41267063,0,,,
41267064,0,,,
41267065,0,,,
41267066,0,,,
41267067,0,,,
41267068,0,,,
41267069,0,,,
41267070,0,,,
41267071,0,,,
41267072,0,,,
41267073,0,,,
41267074,0,,,
41267075,0,,,
41267076,0,,,
41267077,0,,,
41267078,0,,,
41267079,0,,,
41267080,0,,,
41267081,0,,,
41267082,0,,,
41267083,0,,,
41267084,0,,,
41267085,0,,,
41267086,0,,,
41267087,0,,,
41267088,0,,,
41267089,0,,,
41267090,0,,,
41267091,0,,,
41267092,0,,,
41267093,0,,,
41267094,0,,,
41267095,0,,,
41267096,0,,,
41267097,0,,,
41267098,0,,,
41267099,0,,,
41267100,0,,,
41267101,0,,,
41267102,0,,,
41267103,0,,,
41267104,0,,,
41267105,0,,,
41267106,0,,,
41267107,0,,,
41267108,0,,,
41267109,0,,,
41267110,0,,,
41267111,0,,,
41267112,0,,,
41267113,0,,,
41267114,0,,,
41267115,0,,,
41267116,0,,,
41267117,0,,,
41267118,0,,,
41267119,0,,,
41267120,0,,,
41267121,0,,,
41267122,0,,,
41267123,0,,,
41267124,0,,,
41267125,0,,,
41267126,0,,,
41267127,0,,,
41267128,0,,,
41267129,0,,,
41267130,0,,,
41267131,0,,,
41267132,0,,,
41267133,0,,,
41267134,0,,,
41267135,0,,,
41267136,0,,,
41267137,0,,,
41267138,0,,,
41267139,0,,,
41267140,0,,,
41267141,0,,,
41267142,0,,,
41267143,0,,,
41267144,0,,,
41267145,0,,,
41267146,0,,,
41267147,0,,,
41267148,0,,,
41267149,0,,,
41267150,0,,,
41267151,0,,,
41267152,0,,,
41267153,0,,,
41267154,0,,,
41267155,0,,,
41267156,0,,,
41267157,0,,,
41267158,0,,,
41267159,0,,,
41267160,0,,,
41267161,0,,,
41267162,0,,,
41267163,0,,,
41267164,0,,,
41267165,0,,,
41267166,0,,,
41267167,0,,,
41267168,0,,,
41267169,0,,,
41267170,0,,,
41267171,0,,,
41267172,0,,,
41267173,0,,,
41267174,0,,,
41267175,0,,,
41267176,0,,,
41267177,0,,,
41267178,0,,,
41267179,0,,,
41267180,0,,,
41267181,0,,,
41267182,0,,,
41267183,0,,,
41267184,0,,,
41267185,0,,,
41267186,0,,,
41267187,0,,,
41267188,0,,,
41267189,0,,,
41267190,0,,,
41267191,0,,,
41267192,0,,,
41267193,0,,,
41267194,0,,,
41267195,0,,,
41267196,0,,,
41267197,0,,,
41267198,0,,,
41267199,0,,,
41267200,0,,,
41267201,0,,,
41267202,0,,,
41267203,0,,,
41267204,0,,,
41267205,0,,,
41267206,0,,,
41267207,0,,,
41267208,0,,,
41267209,0,,,
41267210,0,,,
41267211,0,,,
41267212,0,,,
41267213,0,,,
41267214,0,,,
41267215,0,,,
41267216,0,,,
41267217,0,,,
41267218,0,,,
41267219,0,,,
41267220,0,,,
41267221,0,,,
41267222,0,,,
41267223,0,,,
41267224,0,,,
41267225,0,,,
41267226,0,,,
41267227,0,,,
41267228,0,,,
41267229,0,,,
41267230,0,,,
41267231,0,,,
41267232,0,,,
41267233,0,,,
41267234,0,,,
41267235,0,,,
41267236,0,,,
41267237,0,,,
41267238,0,,,
41267239,0,,,
41267240,0,,,
41267241,0,,,
41267242,0,,,
41267243,0,,,
41267244,0,,,
41267245,0,,,
41267246,0,,,
41267247,0,,,
41267248,0,,,
41267249,0,,,
41267250,0,,,
41267251,0,,,
41267252,0,,,
41267253,0,,,
41267254,0,,,
41267255,0,,,
41267256,0,,,
41267257,0,,,
41267258,0,,,
41267259,0,,,
41267260,0,,,
41267261,0,,,
41267262,0,,,
41267263,0,,,
41267264,0,,,
41267265,0,,,
41267266,0,,,
41267267,0,,,
41267268,0,,,
41267269,0,,,
41267270,0,,,
41267271,0,,,
41267272,0,,,
41267273,0,,,
41267274,0,,,
41267275,0,,,
41267276,0,,,
41267277,0,,,
41267278,0,,,
41267279,0,,,
41267280,0,,,
41267281,0,,,
41267282,0,,,
41267283,0,,,
41267284,0,,,
41267285,0,,,
41267286,0,,,
41267287,0,,,
41267288,0,,,
41267289,0,,,
41267290,0,,,
41267291,0,,,
41267292,0,,,
41267293,0,,,
41267294,0,,,
41267295,0,,,
41267296,0,,,
41267297,0,,,
41267298,0,,,
41267299,0,,,
41267300,0,,,
41267301,0,,,
41267302,0,,,
41267303,0,,,
41267304,0,,,
41267305,0,,,
41267306,0,,,
41267307,0,,,
41267308,0,,,
41267309,0,,,
41267310,0,,,
41267311,0,,,
41267312,0,,,
41267313,0,,,
41267314,0,,,
41267315,0,,,
41267316,0,,,
41267317,0,,,
41267318,0,,,
41267319,0,,,
41267320,0,,,
41267321,0,,,
41267322,0,,,
41267323,0,,,
41267324,0,,,
41267325,0,,,
41267326,0,,,
41267327,0,,,
41267328,0,,,
41267329,0,,,
41267330,0,,,
41267331,0,,,
41267332,0,,,
41267333,0,,,
41267334,0,,,
41267335,0,,,
41267336,0,,,
41267337,0,,,
41267338,0,,,
41267339,0,,,
41267340,0,,,
41267341,0,,,
41267342,0,,,
41267343,0,,,
41267344,0,,,
41267345,0,,,
41267346,0,,,
41267347,0,,,
41267348,0,,,
41267349,0,,,
41267350,0,,,
41267351,0,,,
41267352,0,,,
41267353,0,,,
41267354,0,,,
41267355,0,,,
41267356,0,,,
41267357,0,,,
41267358,0,,,
41267359,0,,,
41267360,0,,,
41267361,0,,,
41267362,0,,,
41267363,0,,,
41267364,0,,,
41267365,0,,,
41267366,0,,,
41267367,0,,,
41267368,0,,,
41267369,0,,,
41267370,0,,,
41267371,0,,,
41267372,0,,,
41267373,0,,,
41267374,0,,,
41267375,0,,,
41267376,0,,,
41267377,0,,,
41267378,0,,,
41267379,0,,,
41267380,0,,,
41267381,0,,,
41267382,0,,,
41267383,0,,,
41267384,0,,,
41267385,0,,,
41267386,0,,,
41267387,0,,,
41267388,0,,,
41267389,0,,,
41267390,0,,,
41267391,0,,,
41267392,0,,,
41267393,0,,,
41267394,0,,,
41267395,0,,,
41267396,0,,,
41267397,0,,,
41267398,0,,,
41267399,0,,,
41267400,0,,,
41267401,0,,,
41267402,0,,,
41267403,0,,,
41267404,0,,,
41267405,0,,,
41267406,0,,,
41267407,0,,,
41267408,0,,,
41267409,0,,,
41267410,0,,,
41267411,0,,,
41267412,0,,,
41267413,0,,,
41267414,0,,,
41267415,0,,,
41267416,0,,,
41267417,0,,,
41267418,0,,,
41267419,0,,,
41267420,0,,,
41267421,0,,,
41267422,0,,,
41267423,0,,,
41267424,0,,,
41267425,0,,,
41267426,0,,,
41267427,0,,,
41267428,0,,,
41267429,0,,,
41267430,0,,,
41267431,0,,,
41267432,0,,,
41267433,0,,,
41267434,0,,,
41267435,0,,,
41267436,0,,,
41267437,0,,,
41267438,0,,,
41267439,0,,,
41267440,0,,,
41267441,0,,,
41267442,0,,,
41267443,0,,,
41267444,0,,,
41267445,0,,,
41267446,0,,,
41267447,0,,,
41267448,0,,,
41267449,0,,,
41267450,0,,,
41267451,0,,,
41267452,0,,,
41267453,0,,,
41267454,0,,,
41267455,0,,,
41267456,0,,,
41267457,0,,,
41267458,0,,,
41267459,0,,,
41267460,0,,,
41267461,0,,,
41267462,0,,,
41267463,0,,,
41267464,0,,,
41267465,0,,,
41267466,0,,,
41267467,0,,,
41267468,0,,,
41267469,0,,,
41267470,0,,,
41267471,0,,,
41267472,0,,,
41267473,0,,,
41267474,0,,,
41267475,0,,,
41267476,0,,,
41267477,0,,,
41267478,0,,,
41267479,0,,,
41267480,0,,,
41267481,0,,,
41267482,0,,,
41267483,0,,,
41267484,0,,,
41267485,0,,,
41267486,0,,,
41267487,0,,,
41267488,0,,,
41267489,0,,,
41267490,0,,,
41267491,0,,,
41267492,0,,,
41267493,0,,,
41267494,0,,,
41267495,0,,,
41267496,0,,,
41267497,0,,,
41267498,0,,,
41267499,0,,,
41267500,0,,,
41267501,0,,,
41267502,0,,,
41267503,0,,,
41267504,0,,,
41267505,0,,,
41267506,0,,,
41267507,0,,,
41267508,0,,,
41267509,0,,,
41267510,0,,,
41267511,0,,,
41267512,0,,,
41267513,0,,,
41267514,0,,,
41267515,0,,,
41267516,0,,,
41267517,0,,,
41267518,0,,,
41267519,0,,,
41267520,0,,,
41267521,0,,,
41267522,0,,,
41267523,0,,,
41267524,0,,,
41267525,0,,,
41267526,0,,,
41267527,0,,,
41267528,0,,,
41267529,0,,,
41267530,0,,,
41267531,0,,,
41267532,0,,,
41267533,0,,,
41267534,0,,,
41267535,0,,,
41267536,0,,,
41267537,0,,,
41267538,0,,,
41267539,0,,,
41267540,0,,,
41267541,0,,,
41267542,0,,,
41267543,0,,,
41267544,0,,,
41267545,0,,,
41267546,0,,,
41267547,0,,,
41267548,0,,,
41267549,0,,,
41267550,0,,,
41267551,0,,,
41267552,0,,,
41267553,0,,,
41267554,0,,,
41267555,0,,,
41267556,0,,,
41267557,0,,,
41267558,0,,,
41267559,0,,,
41267560,0,,,
41267561,0,,,
41267562,0,,,
41267563,0,,,
41267564,0,,,
41267565,0,,,
41267566,0,,,
41267567,0,,,
41267568,0,,,
41267569,0,,,
41267570,0,,,
41267571,0,,,
41267572,0,,,
41267573,0,,,
41267574,0,,,
41267575,0,,,
41267576,0,,,
41267577,0,,,
41267578,0,,,
41267579,0,,,
41267580,0,,,
41267581,0,,,
41267582,0,,,
41267583,0,,,
41267584,0,,,
41267585,0,,,
41267586,0,,,
41267587,0,,,
41267588,0,,,
41267589,0,,,
41267590,0,,,
41267591,0,,,
41267592,0,,,
41267593,0,,,
41267594,0,,,
41267595,0,,,
41267596,0,,,
41267597,0,,,
41267598,0,,,
41267599,0,,,
41267600,0,,,
41267601,0,,,
41267602,0,,,
41267603,0,,,
41267604,0,,,
41267605,0,,,
41267606,0,,,
41267607,0,,,
41267608,0,,,
41267609,0,,,
41267610,0,,,
41267611,0,,,
41267612,0,,,
41267613,0,,,
41267614,0,,,
41267615,0,,,
41267616,0,,,
41267617,0,,,
41267618,0,,,
41267619,0,,,
41267620,0,,,
41267621,0,,,
41267622,0,,,
41267623,0,,,
41267624,0,,,
41267625,0,,,
41267626,0,,,
41267627,0,,,
41267628,0,,,
41267629,0,,,
41267630,0,,,
41267631,0,,,
41267632,0,,,
41267633,0,,,
41267634,0,,,
41267635,0,,,
41267636,0,,,
41267637,0,,,
41267638,0,,,
41267639,0,,,
41267640,0,,,
41267641,0,,,
41267642,0,,,
41267643,0,,,
41267644,0,,,
41267645,0,,,
41267646,0,,,
41267647,0,,,
41267648,0,,,
41267649,0,,,
41267650,0,,,
41267651,0,,,
41267652,0,,,
41267653,0,,,
41267654,0,,,
41267655,0,,,
41267656,0,,,
41267657,0,,,
41267658,0,,,
41267659,0,,,
41267660,0,,,
41267661,0,,,
41267662,0,,,
41267663,0,,,
41267664,0,,,
41267665,0,,,
41267666,0,,,
41267667,0,,,
41267668,0,,,
41267669,0,,,
41267670,0,,,
41267671,0,,,
41267672,0,,,
41267673,0,,,
41267674,0,,,
41267675,0,,,
41267676,0,,,
41267677,0,,,
41267678,0,,,
41267679,0,,,
41267680,0,,,
41267681,0,,,
41267682,0,,,
41267683,0,,,
41267684,0,,,
41267685,0,,,
41267686,0,,,
41267687,0,,,
41267688,0,,,
41267689,0,,,
41267690,0,,,
41267691,0,,,
41267692,0,,,
41267693,0,,,
41267694,0,,,
41267695,0,,,
41267696,0,,,
41267697,0,,,
41267698,0,,,
41267699,0,,,
41267700,0,,,
41267701,0,,,
41267702,0,,,
41267703,0,,,
41267704,0,,,
41267705,0,,,
41267706,0,,,
41267707,0,,,
41267708,0,,,
41267709,0,,,
41267710,0,,,
41267711,0,,,
41267712,0,,,
41267713,0,,,
41267714,0,,,
41267715,0,,,
41267716,0,,,
41267717,0,,,
41267718,0,,,
41267719,0,,,
41267720,0,,,
41267721,0,,,
41267722,0,,,
41267723,0,,,
41267724,0,,,
41267725,0,,,
41267726,0,,,
41267727,0,,,
41267728,0,,,
41267729,0,,,
41267730,0,,,
41267731,0,,,
41267732,0,,,
41267733,0,,,
41267734,0,,,
41267735,0,,,
41267736,0,,,
41267737,0,,,
41267738,0,,,
41267739,0,,,
41267740,0,,,
41267741,0,,,
41267742,0,,,
41267743,0,,,
41267744,0,,,
41267745,0,,,
41267746,0,,,
41267747,0,,,
41267748,0,,,
41267749,0,,,
41267750,0,,,
41267751,0,,,
41267752,0,,,
41267753,0,,,
41267754,0,,,
41267755,0,,,
41267756,0,,,
41267757,0,,,
41267758,0,,,
41267759,0,,,
41267760,0,,,
41267761,0,,,
41267762,0,,,
41267763,0,,,
41267764,0,,,
41267765,0,,,
41267766,0,,,
41267767,0,,,
41267768,0,,,
41267769,0,,,
41267770,0,,,
41267771,0,,,
41267772,0,,,
41267773,0,,,
41267774,0,,,
41267775,0,,,
41267776,0,,,
41267777,0,,,
41267778,0,,,
41267779,0,,,
41267780,0,,,
41267781,0,,,
41267782,0,,,
41267783,0,,,
41267784,0,,,
41267785,0,,,
41267786,0,,,
41267787,0,,,
41267788,0,,,
41267789,0,,,
41267790,0,,,
41267791,0,,,
41267792,0,,,
41267793,0,,,
41267794,0,,,
41267795,0,,,
41267796,0,,,
41267797,0,,,
41267798,0,,,
41267799,0,,,
41267800,0,,,
41267801,0,,,
41267802,0,,,
41267803,0,,,
41267804,0,,,
41267805,0,,,
41267806,0,,,
41267807,0,,,
41267808,0,,,
41267809,0,,,
41267810,0,,,
41267811,0,,,
41267812,0,,,
41267813,0,,,
41267814,0,,,
41267815,0,,,
41267816,0,,,
41267817,0,,,
41267818,0,,,
41267819,0,,,
41267820,0,,,
41267821,0,,,
41267822,0,,,
41267823,0,,,
41267824,0,,,
41267825,0,,,
41267826,0,,,
41267827,0,,,
41267828,0,,,
41267829,0,,,
41267830,0,,,
41267831,0,,,
41267832,0,,,
41267833,0,,,
41267834,0,,,
41267835,0,,,
41267836,0,,,
41267837,0,,,
41267838,0,,,
41267839,0,,,
41267840,0,,,
41267841,0,,,
41267842,0,,,
41267843,0,,,
41267844,0,,,
41267845,0,,,
41267846,0,,,
41267847,0,,,
41267848,0,,,
41267849,0,,,
41267850,0,,,
41267851,0,,,
41267852,0,,,
41267853,0,,,
41267854,0,,,
41267855,0,,,
41267856,0,,,
41267857,0,,,
41267858,0,,,
41267859,0,,,
41267860,0,,,
41267861,0,,,
41267862,0,,,
41267863,0,,,
41267864,0,,,
41267865,0,,,
41267866,0,,,
41267867,0,,,
41267868,0,,,
41267869,0,,,
41267870,0,,,
41267871,0,,,
41267872,0,,,
41267873,0,,,
41267874,0,,,
41267875,0,,,
41267876,0,,,
41267877,0,,,
41267878,0,,,
41267879,0,,,
41267880,0,,,
41267881,0,,,
41267882,0,,,
41267883,0,,,
41267884,0,,,
41267885,0,,,
41267886,0,,,
41267887,0,,,
41267888,0,,,
41267889,0,,,
41267890,0,,,
41267891,0,,,
41267892,0,,,
41267893,0,,,
41267894,0,,,
41267895,0,,,
41267896,0,,,
41267897,0,,,
41267898,0,,,
41267899,0,,,
41267900,0,,,
41267901,0,,,
41267902,0,,,
41267903,0,,,
41267904,0,,,
41267905,0,,,
41267906,0,,,
41267907,0,,,
41267908,0,,,
41267909,0,,,
41267910,0,,,
41267911,0,,,
41267912,0,,,
41267913,0,,,
41267914,0,,,
41267915,0,,,
41267916,0,,,
41267917,0,,,
41267918,0,,,
41267919,0,,,
41267920,0,,,
41267921,0,,,
41267922,0,,,
41267923,0,,,
41267924,0,,,
41267925,0,,,
41267926,0,,,
41267927,0,,,
41267928,0,,,
41267929,0,,,
41267930,0,,,
41267931,0,,,
41267932,0,,,
41267933,0,,,
41267934,0,,,
41267935,0,,,
41267936,0,,,
41267937,0,,,
41267938,0,,,
41267939,0,,,
41267940,0,,,
41267941,0,,,
41267942,0,,,
41267943,0,,,
41267944,0,,,
41267945,0,,,
41267946,0,,,
41267947,0,,,
41267948,0,,,
41267949,0,,,
41267950,0,,,
41267951,0,,,
41267952,0,,,
41267953,0,,,
41267954,0,,,
41267955,0,,,
41267956,0,,,
41267957,0,,,
41267958,0,,,
41267959,0,,,
41267960,0,,,
41267961,0,,,
41267962,0,,,
41267963,0,,,
41267964,0,,,
41267965,0,,,
41267966,0,,,
41267967,0,,,
41267968,0,,,
41267969,0,,,
41267970,0,,,
41267971,0,,,
41267972,0,,,
41267973,0,,,
41267974,0,,,
41267975,0,,,
41267976,0,,,
41267977,0,,,
41267978,0,,,
41267979,0,,,
41267980,0,,,
41267981,0,,,
41267982,0,,,
41267983,0,,,
41267984,0,,,
41267985,0,,,
41267986,0,,,
41267987,0,,,
41267988,0,,,
41267989,0,,,
41267990,0,,,
41267991,0,,,
41267992,0,,,
41267993,0,,,
41267994,0,,,
41267995,0,,,
41267996,0,,,
41267997,0,,,
41267998,0,,,
41267999,0,,,
41268000,0,,,
41268001,0,,,
41268002,0,,,
41268003,0,,,
41268004,0,,,
41268005,0,,,
41268006,0,,,
41268007,0,,,
41268008,0,,,
41268009,0,,,
41268010,0,,,
41268011,0,,,
41268012,0,,,
41268013,0,,,
41268014,0,,,
41268015,0,,,
41268016,0,,,
41268017,0,,,
41268018,0,,,
41268019,0,,,
41268020,0,,,
41268021,0,,,
41268022,0,,,
41268023,0,,,
41268024,0,,,
41268025,0,,,
41268026,0,,,
41268027,0,,,
41268028,0,,,
41268029,0,,,
41268030,0,,,
41268031,0,,,
41268032,0,,,
41268033,0,,,
41268034,0,,,
41268035,0,,,
41268036,0,,,
41268037,0,,,
41268038,0,,,
41268039,0,,,
41268040,0,,,
41268041,0,,,
41268042,0,,,
41268043,0,,,
41268044,0,,,
41268045,0,,,
41268046,0,,,
41268047,0,,,
41268048,0,,,
41268049,0,,,
41268050,0,,,
41268051,0,,,
41268052,0,,,
41268053,0,,,
41268054,0,,,
41268055,0,,,
41268056,0,,,
41268057,0,,,
41268058,0,,,
41268059,0,,,
41268060,0,,,
41268061,0,,,
41268062,0,,,
41268063,0,,,
41268064,0,,,
41268065,0,,,
41268066,0,,,
41268067,0,,,
41268068,0,,,
41268069,0,,,
41268070,0,,,
41268071,0,,,
41268072,0,,,
41268073,0,,,
41268074,0,,,
41268075,0,,,
41268076,0,,,
41268077,0,,,
41268078,0,,,
41268079,0,,,
41268080,0,,,
41268081,0,,,
41268082,0,,,
41268083,0,,,
41268084,0,,,
41268085,0,,,
41268086,0,,,
41268087,0,,,
41268088,0,,,
41268089,0,,,
41268090,0,,,
41268091,0,,,
41268092,0,,,
41268093,0,,,
41268094,0,,,
41268095,0,,,
41268096,0,,,
41268097,0,,,
41268098,0,,,
41268099,0,,,
41268100,0,,,
41268101,0,,,
41268102,0,,,
41268103,0,,,
41268104,0,,,
41268105,0,,,
41268106,0,,,
41268107,0,,,
41268108,0,,,
41268109,0,,,
41268110,0,,,
41268111,0,,,
41268112,0,,,
41268113,0,,,
41268114,0,,,
41268115,0,,,
41268116,0,,,
41268117,0,,,
41268118,0,,,
41268119,0,,,
41268120,0,,,
41268121,0,,,
41268122,0,,,
41268123,0,,,
41268124,0,,,
41268125,0,,,
41268126,0,,,
41268127,0,,,
41268128,0,,,
41268129,0,,,
41268130,0,,,
41268131,0,,,
41268132,0,,,
41268133,0,,,
41268134,0,,,
41268135,0,,,
41268136,0,,,
41268137,0,,,
41268138,0,,,
41268139,0,,,
41268140,0,,,
41268141,0,,,
41268142,0,,,
41268143,0,,,
41268144,0,,,
41268145,0,,,
41268146,0,,,
41268147,0,,,
41268148,0,,,
41268149,0,,,
41268150,0,,,
41268151,0,,,
41268152,0,,,
41268153,0,,,
41268154,0,,,
41268155,0,,,
41268156,0,,,
41268157,0,,,
41268158,0,,,
41268159,0,,,
41268160,0,,,
41268161,0,,,
41268162,0,,,
41268163,0,,,
41268164,0,,,
41268165,0,,,
41268166,0,,,
41268167,0,,,
41268168,0,,,
41268169,0,,,
41268170,0,,,
41268171,0,,,
41268172,0,,,
41268173,0,,,
41268174,0,,,
41268175,0,,,
41268176,0,,,
41268177,0,,,
41268178,0,,,
